Code,Code Type,Description,All Years,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CPT-J1810,CPT,INJECTION  DROPERIDOL AND FENTANYL CITRATE  UP TO 2 ML AMPULE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J1815,CPT,INJECTION  INSULIN  PER 5 UNITS,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J1835,CPT,INJECTION  ITRACONAZOLE  50 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J1840,CPT,INJECTION  KANAMYCIN SULFATE  UP TO 500 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J1885,CPT,Injection  ketorolac tromethamine  per 15 mg,386,26,20,21,62,86,41,16,13,18,32,28,23 
CPT-J1890,CPT,INJECTION  CEPHALOTHIN SODIUM  UP TO 1 GRAM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J1940,CPT,INJECTION  FUROSEMIDE  UP TO 20 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J1953,CPT,INJECTION  LEVETIRACETAM  10 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J1956,CPT,INJECTION  LEVOFLOXACIN  250 MG,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2001,CPT,INJECTION  LIDOCAINE HCL FOR INTRAVENOUS INFUSION  10 MG,842,66,47,59,86,102,66,41,39,49,84,94,109 
CPT-J2010,CPT,INJECTION  LINCOMYCIN HCL  UP TO 300 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2060,CPT,INJECTION  LORAZEPAM  2 MG,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2150,CPT,INJECTION  MANNITOL  25% IN 50 ML,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2175,CPT,INJECTION  MEPERIDINE HYDROCHLORIDE  PER 100 MG,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2180,CPT,INJECTION  MEPERIDINE AND PROMETHAZINE HCL  UP TO 50 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2185,CPT,INJECTION  MEROPENEM  100 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2250,CPT,Injection  midazolam HCl  per 1 mg,2947,350,333,258,254,332,231,215,184,119,220,215,236 
CPT-J2270,CPT,INJECTION  MORPHINE SULFATE  UP TO 10 MG,176,40,18,30,21,18,13,-1,-1,-1,-1,-1,-1 
CPT-J2271,CPT,INJECTION  MORPHINE SULFATE  100MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2274,CPT,INJECTION  MORPHINE SULFATE  PRESERVATIVE-FREE FOR EPIDURAL OR INTRATHECAL USE  10 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2275,CPT,INJECTION  MORPHINE SULFATE (PRESERVATIVE-FREE S,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2300,CPT,INJECTION  NALBUPHINE HYDROCHLORIDE  PER 10 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2310,CPT,INJECTION  NALOXONE HYDROCHLORIDE  PER 1 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2323,CPT,INJECTION  NATALIZUMAB  1 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2360,CPT,INJECTION  ORPHENADRINE CITRATE  UP TO 60 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2370,CPT,INJECTION  PHENYLEPHRINE HCL  UP TO 1 ML,254,17,17,21,16,25,27,17,14,23,32,23,22 
CPT-J2400,CPT,INJECTION  CHLOROPROCAINE HYDROCHLORIDE  PER 30 ML,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2405,CPT,INJECTION  ONDANSETRON HYDROCHLORIDE  PER 1 MG,1435,126,119,136,141,145,133,87,83,71,130,147,117 
CPT-J2469,CPT,INJECTION  PALONOSETRON HCL  25 MCG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2501,CPT,INJECTION  PARICALCITOL  1 MCG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2505,CPT,INJECTION  PEGFILGRASTIM  6 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2543,CPT,INJECTION  PIPERACILLIN SODIUM/TAZOBACTAM SODIUM  1 GRAM/0.125 GRAMS (1.125 GRAMS),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2550,CPT,INJECTION  PROMETHAZINE HCL  UP TO 50 MG,80,-1,-1,13,-1,12,-1,-1,-1,-1,-1,-1,-1 
CPT-J2704,CPT,INJECTION  PROPOFOL  10 MG,1115,-1,-1,-1,-1,-1,123,182,157,106,181,167,199 
CPT-J2710,CPT,INJECTION  NEOSTIGMINE METHYLSULFATE  UP TO 0.5 MG,241,15,18,36,27,25,28,16,13,17,23,14,-1 
CPT-J2765,CPT,INJECTION  METOCLOPRAMIDE HCL  UP TO 10 MG,93,19,11,-1,-1,12,-1,-1,-1,-1,-1,-1,-1 
CPT-J2780,CPT,INJECTION  RANITIDINE HYDROCHLORIDE  25 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2794,CPT,INJECTION  RISPERIDONE  LONG ACTING  0.5 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2795,CPT,INJECTION  ROPIVACAINE HYDROCHLORIDE  1 MG,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2800,CPT,INJECTION  METHOCARBAMOL  UP TO 10 ML,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2920,CPT,INJECTION  METHYLPREDNISOLONE SODIUM SUCCINATE  UP TO 40 MG,37,-1,-1,-1,-1,23,13,-1,-1,-1,-1,-1,-1 
CPT-J2930,CPT,INJECTION  METHYLPREDNISOLONE SODIUM SUCCINATE  UP TO 125 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J2950,CPT,INJECTION  PROMAZINE HCL  UP TO 25 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3000,CPT,INJECTION  STREPTOMYCIN  UP TO 1 GM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3010,CPT,Injection  fentanyl citrate  0.1 mg,3072,339,289,259,285,344,238,224,192,150,246,265,241 
CPT-J3030,CPT,INJECTION  SUMATRIPTAN SUCCINATE  6 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER T,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3230,CPT,INJECTION  CHLORPROMAZINE HCL  UP TO 50 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3250,CPT,INJECTION  TRIMETHOBENZAMIDE HCL  UP TO 200 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3260,CPT,INJECTION  TOBRAMYCIN SULFATE  UP TO 80 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3301,CPT,Injection  triamcinolone acetonide  per 10 mg,101,-1,-1,-1,14,34,-1,-1,11,-1,-1,-1,-1 
CPT-J3360,CPT,INJECTION  DIAZEPAM  UP TO 5 MG,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3370,CPT,INJECTION  VANCOMYCIN HCL  500 MG,657,58,39,55,46,66,68,68,48,46,60,50,53 
CPT-J3410,CPT,INJECTION  HYDROXYZINE HCL  UP TO 25 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3420,CPT,INJECTION  VITAMIN B-12 CYANOCOBALAMIN  UP TO 1000 MCG,116,-1,-1,-1,30,54,16,-1,-1,-1,-1,-1,-1 
CPT-J3470,CPT,INJECTION  HYALURONIDASE  UP TO 150 UNITS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3473,CPT,INJECTION  HYALURONIDASE  RECOMBINANT  1 USP UNIT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3475,CPT,INJECTION  MAGNESIUM SULFATE  PER 500 MG,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3480,CPT,INJECTION  POTASSIUM CHLORIDE  PER 2 MEQ,41,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1 
CPT-J3489,CPT,INJECTION  ZOLEDRONIC ACID  1 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3490,CPT,UNCLASSIFIED DRUGS,827,91,47,47,117,113,61,68,50,50,36,89,58 
CPT-J3520,CPT,EDETATE DISODIUM  PER 150 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3535,CPT,DRUG ADMINISTERED THROUGH A METERED DOSE INHALER,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J3590,CPT,UNCLASSIFIED BIOLOGICS,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J7030,CPT,INFUSION  NORMAL SALINE SOLUTION  1000 CC,261,17,-1,23,22,24,19,-1,15,28,25,30,43 
CPT-J7040,CPT,INFUSION  NORMAL SALINE SOLUTION  STERILE (500 ML=1 UNIT),235,-1,17,17,37,15,-1,24,24,-1,26,25,38 
CPT-J7042,CPT,5% DEXTROSE/NORMAL SALINE (500 ML = 1 UNIT),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J7050,CPT,INFUSION  NORMAL SALINE SOLUTION  250 CC,149,11,-1,-1,11,21,12,16,-1,11,17,14,16 
CPT-J7060,CPT,5% DEXTROSE/WATER (500 ML = 1 UNIT),64,28,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J7070,CPT,INFUSION  D5W  1000 CC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J7120,CPT,RINGERS LACTATE INFUSION  UP TO 1000 CC,1029,103,74,89,102,127,74,93,62,46,78,68,113 
CPT-J7321,CPT,HYALURONAN OR DERIVATIVE  HYALGAN OR SUPARTZ  FOR INTRA-ARTICULAR INJECTION  PER DOSE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J7506,CPT,PREDNISONE  ORAL  PER 5 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J7611,CPT,ALBUTEROL  INHALATION SOLUTION  FDA-APPROVED FINAL PRODUCT  NON-COMPOUNDED  ADMINISTERED THROUGH DME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J7613,CPT,ALBUTEROL  INHALATION SOLUTION  FDA-APPROVED FINAL PRODUCT  NON-COMPOUNDED  ADMINISTERED THROUGH DME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J7614,CPT,LEVALBUTEROL  INHALATION SOLUTION  FDA-APPROVED FINAL PRODUCT  NON-COMPOUNDED  ADMINISTERED THROUGH ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J7620,CPT,ALBUTEROL  UP TO 2.5 MG AND IPRATROPIUM BROMIDE  UP TO 0.5 MG  FDA-APPROVED FINAL PRODUCT  NON-COMPO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J7642,CPT,GLYCOPYRROLATE  INHALATION SOLUTION  COMPOUNDED PRODUCT  ADMINISTERED THROUGH DME  CONCENTRATED FORM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J7799,CPT,NOC DRUGS  OTHER THAN INHALATION DRUGS  ADMINISTERED THROUGH DME,30,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1 
CPT-J7999,CPT,COMPOUNDED DRUG  NOT OTHERWISE CLASSIFIED,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15 
CPT-J8499,CPT,PRESCRIPTION DRUG  ORAL  NON CHEMOTHERAPEUTIC  NOS,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J8501,CPT,APREPITANT  ORAL  5 MG,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J8597,CPT,ANTIEMETIC DRUG  ORAL  NOT OTHERWISE SPECIFIED,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J9017,CPT,INJECTION  ARSENIC TRIOXIDE  1 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J9031,CPT,BCG (INTRAVESICAL) PER INSTILLATION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J9035,CPT,INJECTION  BEVACIZUMAB  10 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J9155,CPT,INJECTION  DEGARELIX  1 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J9190,CPT,INJECTION  FLUOROURACIL  500 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J9206,CPT,INJECTION  IRINOTECAN  20 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J9217,CPT,LEUPROLIDE ACETATE (FOR DEPOT SUSPENSION)  7.5 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-J9263,CPT,INJECTION  OXALIPLATIN  0.5 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-K0003,CPT,Lightweight wheelchair,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-K0006,CPT,Heavy-duty wheelchair,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-K0040,CPT,Adjustable angle footplate  each,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-K0108,CPT,Wheelchair component or accessory  not otherwise specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-K0901,CPT,KNEE ORTHOSIS (KO)  SINGLE UPRIGHT  THIGH AND CA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L0120,CPT,Cervical  flexible  nonadjustable  prefabricated  off-the-shelf (foam collar),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L0150,CPT,Cervical  semi-rigid  adjustable molded chin cup (plastic collar with mandibular/occipital piece),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L0172,CPT,Cervical  collar  semi-rigid thermoplastic foam  two-piece  prefabricated  off-the-shelf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L0174,CPT,Cervical  collar  semi-rigid  thermoplastic foam  two piece with thoracic extension  prefabricated  off-the-shelf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L0621,CPT,Sacroiliac orthosis  flexible  provides pelvic-sacral support  reduces motion about the sacroiliac joint  includes straps  closures  may include pendulous abdomen design  prefabricated  off-the-shelf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L0625,CPT,Lumbar orthosis  flexible  provides lumbar support  posterior extends from L-1 to below L-5 vertebra  produces intracavitary pressure to reduce load on the intervertebral discs  includes straps  closures  may include pendulous abdomen design  shoulder straps  stays  prefabricated  off-the-shelf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L0626,CPT,Lumbar orthosis  sagittal control  with rigid posterior panel(s)  posterior extends from L-1 to below L-5 vertebra  produces intracavitary pressure to reduce load on the intervertebral discs  includes straps  closures  may include padding  stays  shoulder straps  pendulous abdomen design  prefabricated item that has been trimmed  bent  molded  assembled  or otherwise customized to fit a specific patient by an individual with expertise,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L0627,CPT,Lumbar orthosis  sagittal control  with rigid anterior and posterior panels  posterior extends from L-1 to below L-5 vertebra  produces intracavitary pressure to reduce load on the intervertebral discs  includes straps  closures  may include padding  shoulder straps  pendulous abdomen design  prefabricated item that has been trimmed  bent  molded  assembled  or otherwise customized to fit a specific patient by an individual with expertise,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L0631,CPT,Lumbar-sacral orthosis  sagittal control  with rigid anterior and posterior panels  posterior extends from sacrococcygeal junction to T-9 vertebra  produces intracavitary pressure to reduce load on the intervertebral discs  includes straps  closures  may include padding  shoulder straps  pendulous abdomen design  prefabricated item that has been trimmed  bent  molded  assembled  or otherwise customized to fit a specific patient by an individual with expertise,31,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1 
CPT-L0637,CPT,Lumbar-sacral orthosis  sagittal-coronal control  with rigid anterior and posterior frame/panels  posterior extends from sacrococcygeal junction to T-9 vertebra  lateral strength provided by rigid lateral frame/panels  produces intracavitary pressure to reduce load on intervertebral discs  includes straps  closures  may include padding  shoulder straps  pendulous abdomen design  prefabricated item that has been trimmed  bent  molded  assembled  or otherwise customized to fit a specific patient by an individual with expertise,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L0648,CPT,Lumbar-sacral orthosis  sagittal control  with rigid anterior and posterior panels  posterior extends from sacrococcygeal junction to T-9 vertebra  produces intracavitary pressure to reduce load on the intervertebral discs  includes straps  closures  may include padding  shoulder straps  pendulous abdomen design  prefabricated  off-the-shelf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L0650,CPT,Lumbar-sacral orthosis  sagittal-coronal control  with rigid anterior and posterior frame/panel(s)  posterior extends from sacrococcygeal junction to T-9 vertebra  lateral strength provided by rigid lateral frame/panel(s)  produces intracavitary pressure to reduce load on intervertebral discs  includes straps  closures  may include padding  shoulder straps  pendulous abdomen design  prefabricated  off-the-shelf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L1686,CPT,Hip orthotic (HO)  abduction control of hip joint  postoperative hip abduction type  prefabricated  includes fitting and adjustment,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L2112,CPT,Ankle-foot orthotic (AFO)  fracture orthotic  tibial fracture orthotic  soft  prefabricated  includes fitting and adjustment,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L2397,CPT,Addition to lower extremity orthotic  suspension sleeve,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L3020,CPT,Foot insert  removable  molded to patient model  longitudinal/metatarsal support  each,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L3030,CPT,Foot insert  removable  formed to patient foot  each,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L3260,CPT,Surgical boot/shoe  each,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L3650,CPT,Shoulder orthosis  figure of eight design abduction restrainer  prefabricated  off-the-shelf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L3908,CPT,Wrist extension control cock-up,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L4210,CPT,Repair of orthotic device  repair or replace minor parts,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L4360,CPT,Walking boot  with or without joints  with or without interface material  prefabricated,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L4361,CPT,Walking boot  pneumatic and/or vacuum  with or without joints  with or without interface material  prefabricated  off-the-shelf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L4396,CPT,Static or dynamic ankle foot orthosis  including soft interface material  adjustable for fit  for positioning  may be used for minimal ambulation  prefabricated item that has been trimmed  bent  molded  assembled  or otherwise customized to fit a specific patient by an individual with expertise,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L8630,CPT,METACARPOPHALANGEAL JOINT IMPLANT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L8679,CPT,Implantable neurostimulator  pulse generator  any type,207,-1,-1,-1,-1,-1,-1,26,-1,26,47,13,92 
CPT-L8680,CPT,Implantable neurostimulator electrode  each,5580,516,516,295,1387,1855,506,235,63,40,45,69,53 
CPT-L8681,CPT,Patient programmer (external) for use with implantable programmable neurostimulator pulse generator  replacement only,53,-1,-1,13,12,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L8682,CPT,Implantable neurostimulator radiofrequency receiver,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L8683,CPT,Radiofrequency transmitter (external) for use with implantable neurostimulator radiofrequency receiver,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,25,-1 
CPT-L8685,CPT,Implantable neurostimulator pulse generator  single array  rechargeable  includes extension,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L8686,CPT,Implantable neurostimulator pulse generator  single array  nonrechargeable  includes extension,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L8687,CPT,Implantable neurostimulator pulse generator  dual array  rechargeable  includes extension,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L8688,CPT,Implantable neurostimulator pulse generator  dual array  nonrechargeable  includes extension,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L8689,CPT,External recharging system for battery (internal) for use with implantable neurostimulator  replacement only,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L8695,CPT,EXTERNAL RECHARGING SYSTEM FOR BATTERY (EXTERNAL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-L8699,CPT,PROSTHETIC IMPLANT  NOT OTHERWISE SPECIFIED,484,32,30,12,34,225,65,39,31,-1,-1,-1,-1 
CPT-L9900,CPT,ORTHOTIC AND PROSTHETIC SUPPLY  ACCESSORY  AND/O,56,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-P9017,CPT,FRESH FROZEN PLASMA (SINGLE DONOR)  FROZEN WITHIN 8 HOURS OF COLLECTION  EACH UNIT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-P9031,CPT,PLATELETS  LEUKOCYTES REDUCED  EACH UNIT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-P9035,CPT,PLATELETS  PHERESIS  LEUKOCYTES REDUCED  EACH UNIT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-P9037,CPT,PLATELETS  PHERESIS  LEUKOCYTES REDUCED  IRRADIATED  EACH UNIT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-P9041,CPT,INFUSION  ALBUMIN (HUMAN)  5%  50 ML,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-P9045,CPT,INFUSION  ALBUMIN (HUMAN)  5%  250 ML,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-P9059,CPT,FRESH FROZEN PLASMA BETWEEN 8-24 HOURS OF COLLECTION  EACH UNIT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-P9603,CPT,TRAVEL ALLOWANCE ONE WAY IN CONNECTION WITH MEDICALLY NECESSARY LABORATORY SPECIMEN COLLECTION DRAWN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q0091,CPT,SCREENING PAPANICOLAOU SMEAR; OBTAINING  PREPARING AND CONVEYANCE OF CERVICAL OR VAGINAL SMEAR TO LA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q0092,CPT,SET-UP PORTABLE X-RAY EQUIPMENT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q0162,CPT,ONDANSETRON 1 MG  ORAL  FDA APPROVED PRESCRIPTION ANTI-EMETIC  FOR USE AS A COMPLETE THERAPEUTIC SUB,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q0164,CPT,PROCHLORPERAZINE MALEATE  5 MG  ORAL  FDA APPROVED PRESCRIPTION ANTI-EMETIC  FOR USE AS A COMPLETE T,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q0169,CPT,PROMETHAZINE HYDROCHLORIDE  12.5 MG  ORAL  FDA APPROVED PRESCRIPTION ANTI-EMETIC  FOR USE AS A COMPL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q0170,CPT,PROMETHAZINE HYDROCHLORIDE  25 MG  ORAL  FDA APP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q0177,CPT,HYDROXYZINE PAMOATE  25 MG  ORAL  FDA APPROVED PRESCRIPTION ANTI-EMETIC  FOR USE AS A COMPLETE THERA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q2036,CPT,INFLUENZA VIRUS VACCINE  SPLIT VIRUS  WHEN ADMINISTERED TO INDIVIDUALS 3 YEARS OF AGE AND OLDER  FOR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q2037,CPT,INFLUENZA VIRUS VACCINE  SPLIT VIRUS  WHEN ADMINISTERED TO INDIVIDUALS 3 YEARS OF AGE AND OLDER  FOR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q4081,CPT,INJECTION  EPOETIN ALFA  100 UNITS (FOR ESRD ON DIALYSIS),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q4100,CPT,SKIN SUBSTITUTE  NOT OTHERWISE SPECIFIED,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q4137,CPT,AMNIOEXCEL OR BIODEXCEL  PER SQUARE CENTIMETER,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
